country,cid,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Egypt, Arab Rep.",EGY,unemployment,9.600000381,9,10.89999962,11,11.30000019,9,8.399999619,8.199999809,8.100000381,9,9.399999619,10.19999981,10.39999962,10.69999981,11.19999981,10.60000038,8.899999619,8.699999809,9.399999619,9,12,12.69999981,13.19999981,NaN,NaN
El Salvador,SLV,GDP,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25163700000,NaN
El Salvador,SLV,internet_users,NaN,NaN,NaN,NaN,NaN,0.086389581,0.256960679,0.425253672,0.845428741,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,29.7,NaN
El Salvador,SLV,unemployment,7.5,7.900000095,9.899999619,7.699999809,7.599999905,7.699999809,8,7.300000191,7,7,7,6.199999809,6.900000095,6.800000191,7.199999809,6.599999905,6.300000191,5.900000095,7.300000191,7,6.599999905,6.099999905,5.900000095,NaN,NaN
Equatorial Guinea,GNQ,GDP,31287356900,35655887100,38523676000,55968521200,70805881800,1.18917E+11,2.58179E+11,2.18688E+11,3.82422E+11,7.44726E+11,1.07107E+12,1.25928E+12,1.44414E+12,2.33014E+12,4.3344E+12,4.78167E+12,5.16492E+12,7.1746E+12,4.82549E+12,6.29472E+12,8.13014E+12,9.19512E+12,8.46566E+12,7.67813E+12,NaN
Equatorial Guinea,GNQ,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.041462292,0.094423774,0.097415945,0.132354665,0.165260423,0.321197997,0.520524272,0.843930285,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86,NaN
Equatorial Guinea,GNQ,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eritrea,ERI,GDP,NaN,2186700000,2446600000,3275200000,3699300000,4408600000,4942660000,5488488960,5616500000,6798819068,8508911488,10180013464,12077210580,15291082058,16880499387,18621613897,20263857836,21220402800,28546694088,32549482477,40094000000,NaN,NaN,NaN,NaN
Eritrea,ERI,internet_users,NaN,NaN,0,0,0,0,0.009017718,0.008774236,0.025495028,0.136711941,0.157815289,0.227090138,NaN,NaN,NaN,NaN,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,NaN
Eritrea,ERI,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Estonia,EST,GDP,NaN,NaN,NaN,NaN,2779460000,3649280000,4494770000,5049220000,5378700000,6170770000,6976370000,7773840000,8708880000,9707660000,11262300000,13521710000,16246400000,16517270000,14145860000,14718470000,16667630000,18006030000,19014850000,19962680000,NaN
Estonia,EST,internet_users,NaN,0.065484797,0.300711282,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,79.4,84.24,NaN
Estonia,EST,unemployment,1.5,3.700000048,6.199999809,7,9.699999809,9.899999619,10.39999962,9.5,11.60000038,13.39999962,13.10000038,10,11.30000019,10.19999981,8,5.900000095,4.599999905,5.5,13.5,16.70000076,12.30000019,10,8.600000381,7.400000095,NaN
Ethiopia,ETH,GDP,27870207500,29406613100,37722155500,40066416500,47924428300,54008447600,55816131300,53805023800,57840190200,67159835100,68548836800,67067110300,73995583200,87325768600,1.0729E+11,1.32652E+11,1.73309E+11,2.50207E+11,3.37965E+11,3.85876E+11,5.15079E+11,7.47326E+11,8.66921E+11,1.06081E+12,NaN
Ethiopia,ETH,internet_users,NaN,NaN,NaN,NaN,1.75491E-05,0.001703448,0.00496672,0.009663517,0.012541599,0.015263767,0.037162381,0.072402262,0.105811659,0.155334521,0.219659819,0.310592657,0.37,0.45,0.54,0.75,1.1,1.482810139,1.9,2.9,NaN
Ethiopia,ETH,unemployment,1.299999952,NaN,NaN,3.099999905,NaN,NaN,NaN,NaN,8.199999809,NaN,NaN,NaN,NaN,23.10000038,5.400000095,17,NaN,NaN,20.39999962,18.89999962,18,17.60000038,4.5,NaN,NaN
Euro area,EMU,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Euro area,EMU,internet_users,0.169739704,0.326439045,0.469382513,0.847604835,1.702123942,2.881471769,5.109372018,8.017798406,15.23753686,22.51868204,27.34451307,35.18572124,42.08609191,47.47257218,51.24401839,54.91930454,61.36466359,64.8239515,67.11518705,71.02191736,72.05946301,74.08163408,75.81072732,78.30003601,NaN
Euro area,EMU,unemployment,8.438901736,8.979694547,10.67581989,11.78623434,11.43758371,11.67421109,11.69386004,11.2478045,10.47808948,9.425258505,8.375677024,8.639813839,9.031467452,9.281123264,9.030232866,8.336420089,7.452654231,7.492116045,9.523984539,10.1553714,10.12528354,11.33990263,11.88430778,11.52336592,NaN
Europe & Central Asia (all income levels),ECS,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Europe & Central Asia (all income levels),ECS,internet_users,NaN,0.262520714,0.317705349,0.564752745,1.023859739,1.8426144,3.36063999,5.436905079,9.244715036,13.1845624,16.40615016,23.05916305,28.36395128,32.35956475,35.22597852,38.08247944,43.67313729,47.35702521,50.72476193,56.24588294,59.22646723,63.89755768,66.3437911,69.20343655,NaN
Europe & Central Asia (all income levels),ECS,unemployment,NaN,8.187477986,9.45287733,10.26250092,9.847498736,9.983216375,10.46783181,10.49734472,10.4335607,9.557333325,9.000360623,8.876493904,8.964540053,9.03485727,8.661031758,8.125529414,7.302642443,7.162527438,9.077779702,9.10169003,8.819048279,9.062219387,9.257196855,8.822778951,NaN
Europe & Central Asia (developing only),ECA,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Europe & Central Asia (developing only),ECA,internet_users,NaN,NaN,NaN,0.024219906,0.04793233,0.133543301,0.285744125,0.586649164,1.156407503,1.96488462,2.836871822,5.548448216,6.644658065,9.429644386,10.83122251,13.29788554,17.96093377,22.25261988,27.19352148,31.99135875,37.19708131,41.5647533,44.49343739,48.18223817,NaN
Europe & Central Asia (developing only),ECA,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.566845483,10.43598086,9.857756824,10.67197384,10.31669066,9.759336531,9.983862224,9.503259805,9.086728227,9.005529377,8.606344384,10.24420797,9.508395125,8.997062152,8.659449374,8.681803774,8.521998696,NaN
European Union,EUU,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
European Union,EUU,internet_users,0.171911193,0.310450774,0.433749038,0.827095992,1.581629039,2.80552366,5.120499885,8.42163842,14.58269767,20.55669432,25.29952685,35.1395198,41.82284915,46.83196466,50.9720859,54.54631442,60.29527801,64.18913689,67.2146427,70.63089596,71.55806629,73.69936458,75.53578025,78.10214768,NaN
European Union,EUU,unemployment,8.198946745,9.394162246,10.92210201,11.39959967,10.8107096,10.72063983,10.4044677,9.920031497,9.659876065,9.276097751,8.629894454,8.961946668,9.060249746,9.223826548,8.950833158,8.218208874,7.179606579,6.992942614,8.899624621,9.58767482,9.600958571,10.4490554,10.78047301,10.15566943,NaN
Faeroe Islands,FRO,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7409000000,7853000000,8587000000,9612000000,10014000000,9795000000,10089000000,10380000000,11716000000,12402000000,12303000000,12100000000,12942000000,13254000000,13650000000,14678000000,NaN,NaN
Faeroe Islands,FRO,internet_users,NaN,NaN,NaN,NaN,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,94.66,NaN
Faeroe Islands,FRO,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.200000048,1.799999952,1.700000048,2.400000095,3.900000095,6.400000095,5.300000191,3,4,NaN,NaN
Fiji,FJI,GDP,2042000000,2302300000,2521500000,2672400000,2770900000,2988000000,3023100000,3291700000,3825300000,3584796000,3779389000,4029782000,4390551000,4726770000,5084372000,5371466000,5483153000,5614901400,5614080600,6024438100,6768500000,7119600000,7726700000,8552900000,NaN
Fiji,FJI,internet_users,NaN,NaN,0.006678447,0.007907399,0.009115343,0.064437142,0.223454842,0.633167865,0.942462063,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,37.1,41.8,NaN
Fiji,FJI,unemployment,5.900000095,5.400000095,5.900000095,5.699999809,5.400000095,5.800000191,NaN,NaN,NaN,NaN,NaN,NaN,8.5,4.699999809,4.599999905,NaN,8.600000381,9,8.699999809,8.899999619,9,9,NaN,NaN,NaN
Finland,FIN,GDP,86962000000,84852000000,85748000000,90768000000,98556000000,1.0206E+11,1.10738E+11,1.20382E+11,1.26923E+11,1.36261E+11,1.44437E+11,1.48289E+11,1.51569E+11,1.58477E+11,1.64387E+11,1.72614E+11,1.86584E+11,1.93711E+11,1.81029E+11,1.871E+11,1.96869E+11,1.99793E+11,2.02743E+11,2.05178E+11,NaN
Finland,FIN,internet_users,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,92.38,NaN
Finland,FIN,unemployment,9.300000191,11.60000038,18.60000038,16.39999962,17,15.60000038,15,13.19999981,11.69999981,11.10000038,10.30000019,10.39999962,10.5,10.39999962,8.399999619,7.699999809,6.900000095,6.400000095,8.199999809,8.399999619,7.800000191,7.699999809,8.199999809,8.699999809,NaN
Fragile and conflict affected situations,FCS,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Fragile and conflict affected situations,FCS,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.074380247,0.125019126,0.266915481,0.256957188,0.648890691,0.944666793,1.354404853,1.867637276,2.433635491,3.590927798,3.640954655,4.467332879,6.703662457,7.454808958,8.602356821,10.02549295,11.53125456,NaN
Fragile and conflict affected situations,FCS,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
France,FRA,GDP,1.09711E+12,1.13684E+12,1.1484E+12,1.18635E+12,1.22497E+12,1.25895E+12,1.29974E+12,1.35878E+12,1.40816E+12,1.4853E+12,1.54463E+12,1.59426E+12,1.63744E+12,1.71076E+12,1.77198E+12,1.85327E+12,1.94567E+12,1.99585E+12,1.93902E+12,1.99848E+12,2.05928E+12,2.08693E+12,2.11657E+12,2.13245E+12,NaN
France,FRA,internet_users,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,NaN
France,FRA,unemployment,9.199999809,10.30000019,11.39999962,12.69999981,11.89999962,12.39999962,12.60000038,12.19999981,12.19999981,10.19999981,8.600000381,8.699999809,8.5,8.899999619,8.899999619,8.800000191,8,7.400000095,9.100000381,9.300000191,9.199999809,9.800000191,9.899999619,9.899999619,NaN
French Polynesia,PYF,GDP,3.35179E+11,3.42496E+11,3.49705E+11,3.5556E+11,3.61417E+11,3.67824E+11,3.78501E+11,4.04886E+11,4.25E+11,4.4625E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
French Polynesia,PYF,internet_users,NaN,NaN,NaN,NaN,NaN,0.090971944,0.21438525,1.316164696,3.448900232,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,NaN
French Polynesia,PYF,unemployment,NaN,NaN,NaN,NaN,NaN,12.89999962,NaN,NaN,NaN,NaN,NaN,14.80000019,NaN,NaN,NaN,NaN,11.69999981,NaN,NaN,NaN,NaN,21.79999924,NaN,NaN,NaN
Gabon,GAB,GDP,1.5242E+12,1.48026E+12,1.53084E+12,2.32676E+12,2.4752E+12,2.9128E+12,3.1091E+12,2.645E+12,2.871E+12,3.6082E+12,3.67903E+12,3.70127E+12,3.77624E+12,4.09753E+12,4.98926E+12,5.30945E+12,5.96158E+12,6.94482E+12,5.73812E+12,7.11148E+12,8.58158E+12,8.76649E+12,8.69052E+12,8.98833E+12,NaN
Gabon,GAB,internet_users,NaN,NaN,NaN,NaN,NaN,0,0.047999009,0.17012488,0.249009564,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,6.21,6.7,7.23,8,8.616714489,9.2,9.81,NaN
Gabon,GAB,unemployment,NaN,NaN,17.79999924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.39999962,NaN,NaN,NaN,NaN,NaN
"Gambia, The",GMB,GDP,6028584000,6353802300,6881759800,7152734100,7501791000,8310348600,8197194300,8943240100,9283855300,10011609000,10783519400,11517189700,13895461100,17380979820,17836042420,18384961496,19870635293,21432734777,23997005688,26679442025,26640757068,29272589102,32497735510,NaN,NaN
"Gambia, The",GMB,internet_users,NaN,NaN,NaN,NaN,0.009217541,0.03550736,0.051311347,0.206094461,0.715827015,0.921794919,1.336791166,1.796779883,2.436781193,3.308003478,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14,15.56,NaN
"Gambia, The",GMB,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.79999924,NaN,NaN,NaN
Georgia,GEO,GDP,19200,149200,16396900,902300000,2432203500,3868475400,4554926700,5022102700,5668695900,6043056900,6673998100,7456026000,8564092800,9824295800,11620952500,13789921200,16993778800,19074852300,17986000000,20743364200,24343986600,26167283500,26847354200,29186956000,NaN
Georgia,GEO,internet_users,NaN,NaN,NaN,NaN,0.011836885,0.040065419,0.060930333,0.102830957,0.416343567,0.484746299,0.992344436,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,48.9,NaN
Georgia,GEO,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.39999962,13.80000019,10.80000019,11.19999981,12.60000038,11.5,12.60000038,13.80000019,13.60000038,13.30000019,16.5,16.89999962,16.29999924,15.10000038,15,14.60000038,12.39999962,NaN
Germany,DEU,GDP,1.5798E+12,1.69532E+12,1.74855E+12,1.83029E+12,1.89888E+12,1.92632E+12,1.96709E+12,2.01823E+12,2.06488E+12,2.11648E+12,2.17985E+12,2.20929E+12,2.22008E+12,2.27062E+12,2.30086E+12,2.39325E+12,2.51323E+12,2.56174E+12,2.46028E+12,2.58006E+12,2.70312E+12,2.75486E+12,2.82082E+12,2.91565E+12,NaN
Germany,DEU,internet_users,0.250274153,0.43528529,0.463635096,0.922541043,1.837737754,3.054805234,6.711087477,9.877852428,20.84598264,30.2163466,31.65093942,48.82,55.9,64.73,68.71,72.16,75.16,78,79,82,81.26999954,82.34999847,84.17,86.19,NaN
Germany,DEU,unemployment,5.300000191,6.300000191,7.699999809,8.699999809,8.199999809,8.800000191,9.899999619,9.800000191,8.899999619,7.900000095,7.800000191,8.5,9.800000191,10.69999981,11.19999981,10.30000019,8.699999809,7.5,7.699999809,7.099999905,5.800000191,5.400000095,5.199999809,5,NaN
Ghana,GHA,GDP,242752900,280287500,387210000,520500000,775170000,1133870000,1411340000,1729600000,2057980000,2715250000,3807070000,4886200000,6615770000,7988791000,9726080000,18705084600,23154448200,30178598000,36597592000,46042100100,59816320900,75315365300,93415886300,1.13343E+11,NaN
Ghana,GHA,internet_users,NaN,NaN,NaN,NaN,0.000347918,0.005648763,0.027537542,0.032240443,0.104895466,0.153615298,0.20000806,0.830284034,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9,10.6,12.3,18.9,NaN
Ghana,GHA,unemployment,NaN,4.699999809,NaN,NaN,NaN,NaN,NaN,NaN,10.10000038,10.39999962,NaN,NaN,NaN,NaN,NaN,3.599999905,NaN,NaN,NaN,4.199999809,NaN,NaN,5.199999809,NaN,NaN
Greece,GRC,GDP,56241115000,65016082100,73206734800,83020483100,93063601200,1.03037E+11,1.14712E+11,1.25263E+11,1.33789E+11,1.41639E+11,1.52194E+11,1.63461E+11,1.78905E+11,1.93716E+11,1.99242E+11,2.17862E+11,2.32695E+11,2.4199E+11,2.37534E+11,2.26031E+11,2.07029E+11,1.91204E+11,1.80389E+11,1.77559E+11,NaN
Greece,GRC,internet_users,0.048788803,0.048291602,0.191062242,0.378174312,0.749616477,1.395360779,1.849634688,3.221821786,6.877292144,9.138837308,10.93502581,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,NaN
Greece,GRC,unemployment,7.699999809,7.800000191,8.600000381,8.899999619,9.100000381,9.699999809,9.600000381,11,11.69999981,11.69999981,11.30000019,10.19999981,9.600000381,10.5,10.19999981,9.199999809,8.5,7.900000095,9.699999809,12.5,17.79999924,24.10000038,27.29999924,26.5,NaN
Greenland,GRL,GDP,6502000000,6265000000,6012000000,6398000000,6773000000,6944000000,7081000000,7705000000,7894000000,8633000000,9040000000,9230000000,9397000000,9855000000,10210000000,10338070444,11550225855,8868604363,6796034018,NaN,NaN,NaN,NaN,NaN,NaN
Greenland,GRL,internet_users,NaN,NaN,NaN,0.064712121,0.053940342,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7,NaN
Greenland,GRL,unemployment,NaN,NaN,NaN,NaN,NaN,12.89999962,10.10000038,11.60000038,9,11,9.5,8.800000191,10.30000019,10.39999962,9.300000191,8.399999619,NaN,NaN,NaN,NaN,9.399999619,NaN,9.699999809,NaN,NaN
Grenada,GRD,GDP,652240000,677470000,675700000,706800000,746000000,795560000,823340000,920200000,1024999400,1404119800,1405199300,1458909700,1595749700,1617620200,1877499800,1886000000,2048000000,2230000000,2082450865,2081742865,2102351410,2159681751,2274942597,2461870234,NaN
Grenada,GRD,internet_users,0,0,0,0,0,0.298032982,0.990883868,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,37.38,NaN
Grenada,GRD,unemployment,NaN,NaN,NaN,26.89999962,NaN,16.89999962,NaN,15.19999981,NaN,NaN,10.19999981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Guam,GUM,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Guam,GUM,internet_users,NaN,NaN,NaN,0.34845391,0.659530909,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,NaN
Guam,GUM,unemployment,3.5,3.900000095,5.5,7.599999905,7.900000095,8.300000191,9.600000381,7.699999809,14.60000038,15.30000019,13.30000019,11.39999962,NaN,7.699999809,7,7.400000095,8.300000191,NaN,9.300000191,8.199999809,13.30000019,12.19999981,11.5,NaN,NaN
Guatemala,GTM,GDP,47302324900,53985418500,64243235700,74669184400,85156693000,95478558700,1.07873E+11,1.24023E+11,1.35287E+11,1.49743E+11,1.46978E+11,1.62507E+11,1.74044E+11,1.9044E+11,2.07729E+11,2.29836E+11,2.6176E+11,2.95871E+11,3.07967E+11,3.33093E+11,3.71012E+11,3.94723E+11,4.23098E+11,4.54863E+11,NaN
Guatemala,GTM,internet_users,NaN,NaN,NaN,NaN,0.002998005,0.019534871,0.095476021,0.466590444,0.592652945,0.712332905,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,NaN
Guatemala,GTM,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.899999976,1.399999976,1.299999952,3.099999905,2.799999952,3.099999905,NaN,1.799999952,2.5,NaN,NaN,3.700000048,4.099999905,2.900000095,3,NaN,NaN
Guinea,GIN,GDP,2.27293E+12,2.96273E+12,3.13315E+12,3.30405E+12,3.66199E+12,3.88451E+12,4.14438E+12,4.43822E+12,4.80219E+12,5.23251E+12,5.51898E+12,5.82913E+12,6.84095E+12,8.15772E+12,1.07037E+13,1.50942E+13,1.73542E+13,2.07804E+13,2.21326E+13,2.71184E+13,3.37386E+13,3.95903E+13,4.3048E+13,4.6462E+13,NaN
Guinea,GIN,internet_users,NaN,NaN,NaN,0.000138318,0.000668589,0.001948942,0.003803109,0.006203369,0.060808919,0.095424924,0.175541868,0.402022749,0.450960371,0.508819332,0.542254181,0.637492123,0.780025279,0.92,0.94,1,1.3,1.490144366,1.6,1.72,NaN
Guinea,GIN,unemployment,NaN,NaN,NaN,3.099999905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.600000024,1.600000024,1.700000048,1.700000048,NaN,NaN,NaN
Guinea-Bissau,GNB,GDP,14474043100,24142122400,36741684100,46733020800,70612734500,1.09721E+11,1.56745E+11,1.218E+11,1.38192E+11,2.63555E+11,2.87555E+11,2.89838E+11,2.76877E+11,2.80577E+11,3.09514E+11,3.09462E+11,3.33381E+11,3.86952E+11,3.8993E+11,4.19743E+11,5.20776E+11,4.89523E+11,4.67673E+11,5.05476E+11,NaN
Guinea-Bissau,GNB,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.016389063,0.024060421,0.117702448,0.230103171,0.299569145,1.022993234,1.354197478,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32,NaN
Guinea-Bissau,GNB,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Guyana,GUY,GDP,37644001300,46072000500,57584001000,74803003400,88271003600,99039002600,1.06678E+11,1.08002E+11,1.23665E+11,1.30012E+11,1.30428E+11,1.37748E+11,1.43844E+11,1.55854E+11,1.64873E+11,2.91964E+11,3.52151E+11,3.91506E+11,4.13114E+11,4.60072E+11,5.25671E+11,5.82656E+11,6.12493E+11,6.39321E+11,NaN
Guyana,GUY,internet_users,NaN,NaN,NaN,NaN,NaN,0.065854115,0.131828033,0.26408811,3.966354735,6.611491566,13.2069865,NaN,NaN,NaN,NaN,NaN,13.8,18.2,23.9,29.9,31,33,35,37.35,NaN
Guyana,GUY,unemployment,NaN,11.89999962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.80000019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Haiti,HTI,GDP,18077000000,20696000000,23162000000,31959000000,40729000000,46646000000,54005000000,62997000000,69254000000,77580000000,85700000000,94028000000,1.19758E+11,1.40387E+11,1.68035E+11,1.97183E+11,2.2011E+11,2.5059E+11,2.6788E+11,2.66952E+11,3.02854E+11,3.28061E+11,3.64526E+11,3.88809E+11,NaN
Haiti,HTI,internet_users,NaN,NaN,NaN,NaN,NaN,0.007484253,NaN,0.023999477,0.070658478,0.231270715,0.340832326,0.893432988,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,NaN
Haiti,HTI,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.199999809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heavily indebted poor countries (HIPC),HPC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heavily indebted poor countries (HIPC),HPC,internet_users,NaN,NaN,NaN,NaN,NaN,0.008727645,0.02389563,0.043738561,0.106459854,0.173378289,0.257622535,0.395052416,0.604411963,0.914567047,1.213447385,1.557895614,2.42662065,2.527283286,3.153333335,4.929978865,5.388736713,6.379504903,7.332232322,8.865291182,NaN
Heavily indebted poor countries (HIPC),HPC,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
High income,HIC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
High income,HIC,internet_users,0.462499304,0.593982189,0.831050386,1.66836315,3.078776315,5.616654238,8.869123358,13.36439416,19.36186478,26.10099713,31.41782777,38.61508704,43.1459385,48.1596532,51.78908496,54.53997396,60.09498787,62.27881153,63.88242571,67.57394598,68.92817701,74.21293883,78.14118171,80.60754985,NaN
High income,HIC,unemployment,6.645154966,7.133906881,7.688116367,8.110128637,8.043436297,8.114184908,8.044376228,8.069496212,8.015508335,7.397265288,7.20347351,7.58544498,7.762314877,7.416046843,6.965547037,6.445110865,5.772837385,5.993307343,8.050594753,8.264918948,7.846370352,7.802476907,7.683868613,7.157207883,NaN
High income: nonOECD,NOC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
High income: nonOECD,NOC,internet_users,NaN,0.051262906,0.103314978,0.205839853,0.325012152,0.677078459,1.504237729,2.662214061,4.309811508,6.593260256,8.917153291,11.4929815,15.1448123,18.89811936,21.54610542,25.25863966,31.41728426,34.48396584,38.02734991,47.43905886,52.57732281,62.42064983,66.95621844,69.89932635,NaN
