Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Kenya,KEN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,0.000727482,0.008839115,0.034406051,0.050261388,0.114256028,0.318059714,0.619782266,1.207773885,2.941902861,3.023528042,3.101897702,7.53378972,7.95,8.67,10.04,14,28,32.1,39,43.4,..
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,9.800000191,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,43.7,44.6,45.5,46.5,47.4,48.3,49.1,50,50.9,51.8,52.6,53.5,54.3,55.2,56,56.8,57.7,58.5,59.3,60,60.8,61.6,62.3,63.1,63.2
Kiribati,KIR,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,GDP (current LCU),NY.GDP.MKTP.CN,61362200,67704600,71490700,76870700,77716700,86726500,93176000,106805600,109424000,116445900,122000000,133000000,139000000,139000000,139000000,139000000,147000000,161000000,163000000,164000000,167000000,169000000,175000000,185000000,..
Kiribati,KIR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,..
Kiribati,KIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.69999981,..,..,..,..,30.60000038,..,..,..,..,..
Kiribati,KIR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,50.3,51,51.8,52.5,53.3,54.3,55.4,56.6,57.7,58.9,59.7,60.3,61,61.6,62.2,62.9,63.5,64.1,64.8,65.4,66.1,66.7,66.8,66.8,66.9
"Korea, Dem. Rep.",PRK,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,..
"Korea, Dem. Rep.",PRK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.8,99.8,99.8,99.8,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7
"Korea, Rep.",KOR,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,37.92843,39.49203,43.28469,44.9605,48.92811,54.88468,64.62435,68.25411,74.2175827,78.82826996,82.73274994,85.7513504,87.76532745,90.2574234,93.47805023,97.505867,100.8113098,101.7592392,101.5667496,100.9561081,100.8000031,..,98.37918854,96.58496857,..
"Korea, Rep.",KOR,GDP (current LCU),NY.GDP.MKTP.CN,2.4371E+14,2.78004E+14,3.14617E+14,3.68546E+14,4.31394E+14,4.85416E+14,5.33184E+14,5.27617E+14,5.78141E+14,6.35185E+14,6.88165E+14,7.61939E+14,8.10915E+14,8.76033E+14,9.19797E+14,9.66055E+14,1.04326E+15,1.10449E+15,1.15171E+15,1.26531E+15,1.33268E+15,1.37746E+15,1.42945E+15,1.48508E+15,..
"Korea, Rep.",KOR,Internet users (per 100 people),IT.NET.USER.P2,0.046124435,0.098404337,0.249946523,0.311359364,0.81968667,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,84.33,..
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.400000095,2.5,2.900000095,2.5,2.099999905,2,2.599999905,7,6.300000191,4.400000095,4,3.299999952,3.599999905,3.700000048,3.700000048,3.5,3.200000048,3.200000048,3.599999905,3.700000048,3.400000095,3.200000048,3.099999905,3.5,..
"Korea, Rep.",KOR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,89.6,89.8,90.1,90.3,90.6,91.2,91.8,92.3,92.9,93.4,94,94.5,95.1,95.6,96.1,96.6,97.1,97.6,97.6,97.6,97.6,97.6,..,..,..
Kosovo,KSV,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,KSV,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,2001200000,2830700000,2861600000,2966900000,2927600000,3004600000,3250700000,3531400000,3882848200,4069600000,4401600000,4814600000,5059200000,5327400000,5567400000,..
Kosovo,KSV,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,KSV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,57,55,49.70000076,39.70000076,41.40000153,44.90000153,46.29999924,47.5,45.40000153,..,..,30.89999962,..,..,..
Kosovo,KSV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,10.90957,12.15274,15.61602,20.22207,24.36323,22.62041,..,22.76746941,..,23.68737984,23.82139015,23.08872986,22.30059052,..,..,..,..,..,..,..,..,28.45093918,..,..
Kuwait,KWT,GDP (current LCU),NY.GDP.MKTP.CN,3129799900,5826500100,7230300200,7379999700,8114000000,9429299900,9206500000,7907100100,9169100100,11570000000,10701000000,11590000000,14267000000,17517000000,23593000000,29470000000,32581000000,39620000000,30478000000,33079100000,42511600000,48722200000,49392200000,46564100000,..
Kuwait,KWT,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.091082245,0.147162703,0.202898433,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,..
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,0.800000012,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,2,1.299999952,1.5,1.799999952,1.600000024,1.799999952,3.599999905,..,..,..,..
Kuwait,KWT,Improved water source (% of population with access),SH.H2O.SAFE.ZS,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Kyrgyz Republic,KGZ,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,25.42067,24.38764,22.48887,21.344,20.46499,22.00628,24.38156,28.40727,29.16860962,34.80344009,40.18545914,43.27500153,40.77013016,40.68497849,42.53464127,43.5268898,42.82680893,46.60469055,44.26985168,42.13335037,41.34548187,..,47.63526154,..,..
Kyrgyz Republic,KGZ,GDP (current LCU),NY.GDP.MKTP.CN,92550000,741299968,5354700000,12019200000,16145100000,23399300000,30685700000,34181400000,48744021000,65357923000,73883300000,75366684000,83871605000,94350731000,1.00899E+11,1.138E+11,1.41898E+11,1.87992E+11,2.01223E+11,2.20369E+11,2.85989E+11,3.10471E+11,3.55295E+11,3.97277E+11,..
Kyrgyz Republic,KGZ,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,..
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,7.5,7.800000191,12.5,9.899999619,8.5,8.100000381,8.300000191,8.199999809,8.199999809,8.399999619,8.600000381,8.5,8.399999619,8.300000191,..,..
Kyrgyz Republic,KGZ,Improved water source (% of population with access),SH.H2O.SAFE.ZS,74.6,74.5,74.4,74.3,75,75.6,76.3,77,77.7,78.4,79.2,80,80.7,81.5,82.3,83,83.8,84.6,85.3,86.1,86.9,87.6,88.4,89.2,90
Lao PDR,LAO,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,1.33475,1.32622,1.65924,2.40614,2.57302,2.04119,2.343460083,2.681750059,3.092469931,4.150780201,4.93380022,5.74255991,7.788919926,8.962789536,11.39688015,13.09263992,15.99353027,16.08794975,17.08848,16.72537041,17.69779015,..,..
Lao PDR,LAO,GDP (current LCU),NY.GDP.MKTP.CN,7.218E+11,8.076E+11,9.51E+11,1.1078E+12,1.4191E+12,1.72569E+12,2.2012E+12,4.22245E+12,1.03294E+13,1.36384E+13,1.57018E+13,1.7682E+13,2.12773E+13,2.50493E+13,2.91478E+13,3.50811E+13,4.05538E+13,4.76028E+13,4.96734E+13,5.93099E+13,6.65147E+13,7.49461E+13,8.79744E+13,9.42986E+13,..
Lao PDR,LAO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,0.009657814,0.037780708,0.111044032,0.181664461,0.267899241,0.333912466,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,..
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,2.599999905,..,..,..,..,..,..,..,..,..,1.399999976,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,39.7,39.9,40.2,40.5,40.8,43.2,45.5,47.8,50.1,52.3,54.6,56.8,59,61.2,63.3,65.4,67.5,69.5,71.5,73.5,75.5,75.7
Latin America & Caribbean (all income levels),LCN,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,17.15613937,17.00838089,16.83868027,16.96503067,18.78499985,17.90501976,20.0499897,20.33696938,21.70978928,22.8345108,24.19397926,25.92671013,27.48822021,28.91938972,30.6186409,33.33399963,35.16213989,38.12454987,39.24206924,40.85694122,42.31702042,43.4096489,43.88401031,..,..
Latin America & Caribbean (all income levels),LCN,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (all income levels),LCN,Internet users (per 100 people),IT.NET.USER.P2,..,0.013685008,0.029908499,0.050067812,0.110083607,0.308723256,0.609594648,1.229663219,2.052489634,3.90371304,5.650753691,8.886950932,11.28715318,14.40238707,16.62978984,20.75263406,23.70293508,26.50047906,31.03408002,34.71039938,39.34957815,43.35327777,46.54419485,50.15332042,..
Latin America & Caribbean (all income levels),LCN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,6.749746971,6.742623437,..,7.99029298,8.434968672,8.200557765,8.752216929,9.396832962,..,9.151033738,9.435445837,9.532645452,8.552051533,8.204902229,7.375665778,6.918007514,6.548357961,7.627966846,..,6.636499793,6.306767344,6.283030249,5.917949666,..
Latin America & Caribbean (all income levels),LCN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,85.38173364,85.89048837,86.39107142,86.93953225,87.38122608,87.84099386,88.28330688,88.70286846,89.15281963,89.60630147,89.98709737,90.35438223,90.72903644,91.13437367,91.48975092,91.89210891,92.23715211,92.57738983,92.9348137,93.30155281,93.63458956,93.96234443,94.29471742,94.5717035,94.6475958
Latin America & Caribbean (developing only),LAC,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,14.40752983,14.21195984,13.96479988,14.09912014,16.00682068,14.68002033,16.9401207,17.00888062,18.41724968,19.40003967,20.33075905,21.7951107,23.2990303,24.82790947,26.2092495,28.63941956,29.95947075,32.59365082,33.55078125,34.92509079,36.2178688,37.26578903,37.72103882,..,..
Latin America & Caribbean (developing only),LAC,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (developing only),LAC,Internet users (per 100 people),IT.NET.USER.P2,..,0.013987739,0.026797891,0.046382833,0.098620439,0.297664613,0.601019693,1.174170193,1.727705485,3.097083223,4.721184613,8.325771155,10.77661811,13.97566935,16.11601504,20.42157638,23.10431277,25.79668911,30.11210334,33.13786129,37.68222489,41.04777612,43.93749097,47.46603333,..
Latin America & Caribbean (developing only),LAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,6.619043347,6.341934985,..,6.924583321,7.396476807,7.459274664,8.286921987,8.680247586,..,8.127480947,8.289580747,8.511127796,7.814720393,7.765083095,6.984034917,6.71033646,6.345549425,7.420955769,..,6.431992203,6.074655669,6.13787318,5.673327676,..
Latin America & Caribbean (developing only),LAC,Improved water source (% of population with access),SH.H2O.SAFE.ZS,83.99351984,84.56133898,85.1037962,85.74096214,86.23016793,86.72824178,87.21715117,87.66974399,88.15972892,88.66088084,89.07534862,89.50362027,89.91210936,90.35463629,90.74032434,91.17905501,91.55474556,91.91941788,92.31083796,92.71485891,93.07653994,93.43544858,93.79069574,94.11093288,94.18466057
Latvia,LVA,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,25.05684,25.55707,24.29161,22.643,23.1197,27.3207,33.67314,43.02886,50.90653992,56.63658142,63.30484009,67.72077942,72.40145111,77.26004791,78.85540771,78.95481873,78.02857208,77.27155304,76.74977112,70.55191803,67.284729,65.13343048,66.35482025,..,..
Latvia,LVA,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,4056468000,4675504000,5391713000,6019742000,6269594000,6847707000,7457489000,8389509000,9541612000,11038121000,13581762000,17073070000,22552380000,24314346000,18808433000,17921450000,20244383000,21810516000,22762890000,23580868000,..
Latvia,LVA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,..
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,20.20000076,14.69999981,14.5,13.80000019,14.19999981,13.80000019,13.80000019,12.10000038,11.69999981,10,7,6.099999905,7.699999809,17.5,19.5,16.20000076,15,11.89999962,10.80000019,..
Latvia,LVA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.4,98.5,98.6,98.6,98.7,98.8,98.9,98.9,99,99.1,99.2,99.3,99.3
Least developed countries: UN classification,LDC,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,2.874650002,2.856290102,2.971549988,2.94355011,2.966969967,3.053600073,3.118299961,3.249180079,3.476890087,3.746560097,4.226540089,4.32198,4.482279778,4.55632019,4.913849831,5.399370193,5.856450081,6.517660141,7.325540066,8.137069702,8.676819801,8.850190163,8.970769882,..,..
Least developed countries: UN classification,LDC,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,0.008534539,0.021072172,0.057177227,0.099405097,0.144637288,0.236258541,0.355621082,0.554893711,0.784261368,1.126710965,1.955537196,2.185471911,2.792694383,4.471246994,5.062680032,5.937297992,7.146266945,8.63639215,..
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Improved water source (% of population with access),SH.H2O.SAFE.ZS,50.16836596,50.60792733,50.8883361,51.552911,52.28929868,53.06686994,53.85697912,54.67202414,55.47939556,56.30988864,57.1020213,57.9052623,58.68651061,59.49525879,60.28119788,61.06461994,61.84905638,62.62341645,63.43508951,64.24708227,65.03303707,66.21958675,67.28845165,67.99333982,69.13186528
Lebanon,LBN,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,32.45146,..,..,..,27.53839,..,..,37.66847992,38.3055191,43.40129852,44.8687706,43.03044128,43.61014175,44.21955109,44.1002388,46.67227173,48.29705048,48.20803833,47.79660034,49.73384094,46.26451111,47.92795181,..,..
Lebanon,LBN,GDP (current LCU),NY.GDP.MKTP.CN,4.132E+12,9.499E+12,1.31216E+13,1.61275E+13,1.90009E+13,2.15128E+13,2.425E+13,2.6149E+13,2.6223E+13,2.602E+13,2.6607E+13,2.8872E+13,3.0275E+13,3.159E+13,3.2091E+13,3.2858E+13,3.705E+13,4.3461E+13,5.2973E+13,5.73E+13,6.0419E+13,6.51317E+13,6.68613E+13,6.89394E+13,..
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,74.7,..
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,8.5,..,..,..,..,..,..,7.900000095,..,..,9,..,..,..,..,..,..,..,..
Lebanon,LBN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,83.3,83.3,83.3,83.3,83.3,84.5,85.7,86.9,88.1,89.3,90.5,91.7,92.9,94.1,95.3,96.5,97.7,99,99,99,99,99
Lesotho,LSO,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,1.32618,2.26648,2.38236,2.52788,2.47475,2.55041,..,..,2.14090991,2.314440012,2.516269922,2.479530096,2.957550049,..,3.67343998,3.881299973,..,..,..,..,..,10.82567024,10.15027046,..,..
Lesotho,LSO,GDP (current LCU),NY.GDP.MKTP.CN,1681000000,2055000000,2358000000,2681000000,3116000000,3508000000,3962000000,4530000000,4897000000,5352402000,6081470300,6922635600,7331459400,7972537700,8701764461,9675477918,11254863045,13471309170,14502000000,16015000000,18322000000,19573000000,21416000000,23673000000,..
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.00284594,0.005584433,0.010956533,0.05380446,0.21180607,0.261150063,1.083943137,1.53249659,2.175524339,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,4.2248,4.58961763,5,11,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,39.29999924,..,27.29999924,..,..,..,..,..,..,..,..,25.29999924,..,..,..,..,24.39999962,..,..
Lesotho,LSO,Improved water source (% of population with access),SH.H2O.SAFE.ZS,77.5,77.6,77.7,77.8,78,78.2,78.4,78.6,78.8,79,79.1,79.3,79.5,79.7,79.9,80.1,80.3,80.5,80.7,80.8,81,81.2,81.4,81.6,81.8
Liberia,LBR,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,8.307339668,19.40065002,..,..,..,..,..,..,..,..,..,9.29885006,..,11.63836002,..,..,..
Liberia,LBR,GDP (current LCU),NY.GDP.MKTP.CN,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,..
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,0.004489443,0.004099387,0.011328732,0.017702706,0.033812227,0.032713307,0.031868935,0.031011185,..,..,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41,..
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.599999905,..,..,3.700000048,..,..,..,..,..
Liberia,LBR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,62,61.3,60.5,60.6,60.7,61.6,62.4,63.3,64.2,65,65.9,66.8,67.6,68.5,69.4,70.3,71.1,72,72.9,73.8,74.7,75.6
Libya,LBY,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,16.80134,..,..,..,..,..,..,55.11317825,50.30950928,54.83806992,59.23588943,60.87731171,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,GDP (current LCU),NY.GDP.MKTP.CN,8981000000,9541000000,9332000000,9967000000,10680000000,12180000000,14149000000,12742000000,16686000000,19602000000,20640000000,26012000000,33620000000,43059000000,61932000000,72198000000,85246000000,1.06625E+11,79006000000,94723000000,42479000000,1.0334E+11,83302000000,52350000000,..
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,0.133617289,0.187042622,0.366533175,2.244418222,2.814517987,3.532838162,3.917787977,4.301051789,4.721999379,9,10.8,14,14,..,16.5,17.76,..
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..
Libya,LBY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,20.70587921,24.60684967,..,29.81715965,31.62594032,36.7309494,34.4449501,36.01831055,43.67509842,42.49668121,..,..,..
Liechtenstein,LIE,GDP (current LCU),NY.GDP.MKTP.CN,2128274000,2293790500,2472179200,2664441300,2871655600,3094985100,3335683000,3595100000,4001900000,4194900000,4205200000,4190500000,4135300000,4295500000,4556500000,5015500000,5523400000,5503700000,4901400000,5300400000,5097100000,5145800000,..,..,..
Liechtenstein,LIE,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,36.51522989,45.11685265,59.47071067,58.80969184,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.799999952,2.599999905,2.400000095,2.5,2.599999905,..,..
Liechtenstein,LIE,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,32.09423,28.66835,26.30086,25.83507,26.28147,28.46868,32.45526,38.54146,44.01210022,50.62501144,56.60203934,61.27275085,68.01750183,73.1375885,77.50659943,78.37996674,78.43972015,80.3997879,83.32141113,80.75074768,76.60440826,73.94863892,69.96035004,..,..
Lithuania,LTU,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,7764526700,9714148800,11724338000,13021958100,12712079900,13368176500,14194520000,15202167000,16668484500,18237724100,21002350500,24079178400,29040662000,32696281600,26934820500,28027659500,31263096900,33334729800,34962230400,36444362400,..
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.277421291,0.978422157,1.972063745,2.9230547,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,..
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,17.29999924,17.5,15.60000038,14.10000038,13.69999981,13.39999962,15.89999962,16.79999924,13,12.89999962,10.69999981,8.300000191,5.800000191,4.199999809,5.800000191,13.80000019,17.79999924,15.39999962,13.39999962,11.80000019,10.69999981,..
Lithuania,LTU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,87.5,87.9,88.3,88.7,89.1,89.5,89.9,90.2,90.6,91,91.4,91.8,92.2,92.6,93,93.4,93.8,94.2,94.6,95,95.4,95.8,96.2,96.6,96.6
Low & middle income,LMY,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,7.22465992,7.236279964,7.352169991,7.744110107,8.315210342,8.763680458,9.511590004,10.09498978,10.92420006,11.69563007,12.54071999,13.56295967,14.60754967,15.55189037,16.26551056,17.22705078,18.19181061,19.32711983,20.39381981,21.71829033,23.45512009,24.83919907,25.7273407,..,..
Low & middle income,LMY,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,0.011343834,0.03308481,0.070564691,0.143723003,0.335616263,0.680230062,1.378114266,1.959796444,3.381461528,4.371699367,5.551968528,6.586717214,8.157473902,10.59758948,13.45554324,16.25898539,19.7212242,22.71606634,25.62453559,28.26738652,31.13658974,..
Low & middle income,LMY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,4.093429726,4.158736726,3.99334789,4.445794866,4.75070252,..,4.950758226,..,..,..,..,5.800488317,..,..,..,..,5.336932988,..,5.380733532,5.244953306,5.141735018,..
Low & middle income,LMY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,70.59593056,71.52613206,72.29564849,73.4398232,74.2861708,75.12116228,75.9490272,76.7906769,77.6212088,78.43171217,79.21946095,80.01216788,80.78853043,81.56746721,82.31193414,83.05611734,83.79587675,84.49789748,85.20766999,85.87718118,86.51483176,87.25477462,88.00808608,88.62030135,89.13588788
Low income,LIC,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,2.70788002,2.689749956,2.690989971,2.603770018,2.535929918,2.538710117,2.547179937,2.562060118,2.61954999,2.911580086,3.187880039,3.486340046,3.814660072,4.040649891,4.321559906,4.731460094,5.202340126,5.725689888,6.252309799,7.053490162,7.476640224,7.754320145,7.680960178,..,..
Low income,LIC,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.002998037,0.010880278,0.026348975,0.064946164,0.104277475,0.151120922,0.322862854,0.506828604,0.687086657,0.952651405,1.205747811,1.403795664,1.904432057,2.374505632,3.288190052,3.724134164,4.40535045,5.60791374,6.290986625,..
